,,,,,,,,,,,,,,,,,,,,,,269,# PILIHAN 1,Pilihan 1,,# PILIHAN 2,Pilihan 2,
PROVINSI,KOTA/KABUPATEN,PROVINSI GABUNG,UNIVERSITAS,PROGRAM STUDI,JENJANG,[hidden] concat,"PEMINAT 2024
Kalimantan Timur,Kota Samarinda,Riau & Kepri,UNIVERSITAS RIAU,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,S1 - PENDIDIKAN KEPELATIHAN OLAHRAGA UNIVERSITAS RIAU,163,24,14.72%,129,32,24.81%,545,1,1401,"2,485",2097,1329,1280,"1,798",2303,NO,,,,,,
Sulawesi Tenggara,Kota Kendari,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN AKUNTANSI,S1,S1 - PENDIDIKAN AKUNTANSI UNIVERSITAS PENDIDIKAN INDONESIA,302,22,7.28%,380,65,17.11%,545,0,1401,"2,040",2097,2004,1280,"1,855",2396,NO,,,,,,
Lampung,Kota Bandar Lampung,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS SILIWANGI,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,S1 - TEKNOLOGI PANGAN DAN HASIL PERTANIAN UNIVERSITAS SILIWANGI,192,14,7.29%,326,35,10.74%,545,0,-,"1,495",2097,2004,tidak valid,"1,865",2413,NO,,,,,,
Lampung,Kota Bandar Lampung,"Sumsel, Babel, Lampung",UNIVERSITAS LAMPUNG,TEKNIK PERTANIAN,S1,S1 - TEKNIK PERTANIAN UNIVERSITAS LAMPUNG,214,30,14.02%,218,60,27.52%,545,0,1401,"2,610",2097,2004,1280,"1,998",2639,NO,,,,,,
Kalimantan Timur,Kota Balikpapan,Jambi & Bengkulu,UNIVERSITAS BENGKULU,PENDIDIKAN BIOLOGI,S1,S1 - PENDIDIKAN BIOLOGI UNIVERSITAS BENGKULU,133,24,18.05%,140,40,28.57%,545,1,-,"2,648",2097,1329,tidak valid,"2,025",2772,NO,,,,,,
Lampung,Kab. Lampung Selatan,Sumatera Utara,UNIVERSITAS SUMATERA UTARA,ETNO MUSIKOLOGI,S1,S1 - ETNO MUSIKOLOGI UNIVERSITAS SUMATERA UTARA,51,40,78.43%,47,32,68.09%,545,0,1201,"3,641",2097,2004,843,"2,146",2973,NO,,,,,,
Kalimantan Barat,Kota Pontianak,Jambi & Bengkulu,UNIVERSITAS BENGKULU,ARSITEKTUR,S1,S1 - ARSITEKTUR UNIVERSITAS BENGKULU,78,12,15.38%,90,20,22.22%,545,0,-,"2,339",2097,2004,tidak valid,"2,147",2976,NO,,,,,,
Sulawesi Selatan,Kab. Pangkajene & Kep.,Kalimantan,UNIVERSITAS MULAWARMAN,AGROEKOTEKNOLOGI,S1,S1 - AGROEKOTEKNOLOGI UNIVERSITAS MULAWARMAN,102,35,34.31%,119,63,52.94%,545,0,1301,"3,380",2097,2004,1128,"2,152",2986,NO,,,,,,
Lampung,Kota Bandar Lampung,Kalimantan,UNIVERSITAS TANJUNGPURA,BIMBINGAN DAN KONSELING,S1,S1 - BIMBINGAN DAN KONSELING UNIVERSITAS TANJUNGPURA,154,20,12.99%,154,36,23.38%,545,0,-,"2,410",2097,2004,tidak valid,"2,170",3029,NO,,,,,,
Papua,Kota Jayapura,Kalimantan,UNIVERSITAS PALANGKARAYA,AKUNTANSI,S1,S1 - AKUNTANSI UNIVERSITAS PALANGKARAYA,414,75,18.12%,309,100,32.36%,545,0,-,"2,809",2097,2004,tidak valid,"2,303",3285,NO,,,,,,
Nusa Tenggara Timur,Kota Kupang,Kalimantan,UNIVERSITAS BORNEO TARAKAN,TEKNIK SIPIL,S1,S1 - TEKNIK SIPIL UNIVERSITAS BORNEO TARAKAN,114,32,28.07%,140,47,33.57%,545,0,-,"2,857",2097,2004,tidak valid,"2,319",3306,NO,,,,,,
Lampung,Kab. Lampung Selatan,Bali & Nusa Tenggara,UNIVERSITAS NUSA CENDANA,TEKNIK PERTAMBANGAN,S1,S1 - TEKNIK PERTAMBANGAN UNIVERSITAS NUSA CENDANA,114,25,21.93%,126,45,35.71%,545,0,-,"2,929",2097,2004,tidak valid,"2,343",3335,NO,,,,,,
Lampung,Kota Bandar Lampung,Riau & Kepri,UIN SULTAN SYARIF KASIM,ILMU KOMUNIKASI,S1,S1 - ILMU KOMUNIKASI UIN SULTAN SYARIF KASIM,237,33,13.92%,175,83,47.43%,545,0,-,"3,260",2097,2004,tidak valid,"2,454",3494,NO,,,,,,
Bali,Kota Denpasar,Riau & Kepri,POLITEKNIK NEGERI BATAM,TEKNIK ROBOTIKA,D4,D4 - TEKNIK ROBOTIKA POLITEKNIK NEGERI BATAM,65,23,35.38%,77,41,53.25%,545,0,-,"3,389",2097,2004,tidak valid,"2,497",3555,NO,,,,,,
Lampung,Kab. Lampung Selatan,Jawa Timur,UNIVERSITAS JEMBER,FISIKA,S1,S1 - FISIKA UNIVERSITAS JEMBER,68,36,52.94%,63,48,76.19%,545,0,-,"3,745",2097,2004,tidak valid,"2,615",3734,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS TRUNOJOYO MADURA,SASTRA INGGRIS,S1,S1 - SASTRA INGGRIS UNIVERSITAS TRUNOJOYO MADURA,83,100,120.48%,100,100,100.00%,545,0,-,"3,990",2097,2004,tidak valid,"2,697",3865,NO,,,,,,
Nusa Tenggara Barat,Kota Mataram,Kalimantan,UNIVERSITAS LAMBUNG MANGKURAT,GEOGRAFI,S1,S1 - GEOGRAFI UNIVERSITAS LAMBUNG MANGKURAT,63,30,47.62%,65,75,115.38%,545,0,-,"4,104",2097,2004,tidak valid,"2,735",3932,NO,,,,,,
Bali,Kab. Badung,Kalimantan,UNIVERSITAS LAMBUNG MANGKURAT,FISIKA,S1,S1 - FISIKA UNIVERSITAS LAMBUNG MANGKURAT,20,15,75.00%,18,30,166.67%,545,0,-,"4,327",2097,2004,tidak valid,"2,809",4046,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS SEBELAS MARET,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",S1,"S1 - PENDIDIKAN JASMANI, KESEHATAN & REKREASI UNIVERSITAS SEBELAS MARET",324,31,9.57%,537,47,8.75%,544,1,1001,"1,248",2119,1329,662,"1,340",1495,NO,,,,,,
Sulawesi Tenggara,Kota Kendari,Jawa Tengah & DIY,UNIVERSITAS SEBELAS MARET,PENDIDIKAN BAHASA JAWA,S1,S1 - PENDIDIKAN BAHASA JAWA UNIVERSITAS SEBELAS MARET,169,24,14.20%,213,24,11.27%,544,1,1001,"1,549",2119,1329,662,"1,415",1606,NO,,,,,,
Lampung,Kota Bandar Lampung,"Banten, DKI Jakarta & Jawa Barat",POLITEKNIK MANUFAKTUR BANDUNG,PEMELIHARAAN MESIN,D3,D3 - PEMELIHARAAN MESIN POLITEKNIK MANUFAKTUR BANDUNG,88,16,18.18%,350,21,6.00%,544,0,-,800,2119,2004,tidak valid,"1,641",2005,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS JEMBER,ILMU HUKUM,S1,S1 - ILMU HUKUM UNIVERSITAS JEMBER,789,135,17.11%,1189,180,15.14%,544,2,-,"1,897",2119,1037,tidak valid,"1,684",2109,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS DIPONEGORO,AKUAKULTUR,S1,S1 - AKUAKULTUR UNIVERSITAS DIPONEGORO,167,25,14.97%,164,38,23.17%,544,0,721,"2,393",2119,2004,453,"1,742",2211,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS NEGERI MALANG,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,S1 - PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN UNIVERSITAS NEGERI MALANG,421,75,17.81%,350,75,21.43%,544,1,1401,"2,301",2119,1329,1280,"1,757",2238,NO,,,,,,
Kep. Bangka Belitung,Kab. Bangka,"Sumsel, Babel, Lampung",INSTITUT TEKNOLOGI SUMATERA,TEKNIK GEOLOGI,S1,S1 - TEKNIK GEOLOGI INSTITUT TEKNOLOGI SUMATERA,152,38,25.00%,360,81,22.50%,544,3,-,"2,356",2119,868,tidak valid,"1,781",2281,NO,,,,,,
Lampung,Kota Bandar Lampung,"Banten, DKI Jakarta & Jawa Barat",POLITEKNIK NEGERI JAKARTA,BROADBAND MULTIMEDIA,D4,D4 - BROADBAND MULTIMEDIA POLITEKNIK NEGERI JAKARTA,129,15,11.63%,268,24,8.96%,544,0,-,"1,280",2119,2004,tidak valid,"1,801",2306,NO,,,,,,
Kalimantan Timur,Kota Balikpapan,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK OTOMASI INDUSTRI DAN ROBOTIKA,S1,S1 - PENDIDIKAN TEKNIK OTOMASI INDUSTRI DAN ROBOTIKA UNIVERSITAS PENDIDIKAN INDONESIA,97,36,37.11%,151,45,29.80%,544,1,1401,"2,704",2119,1329,1280,"1,858",2402,NO,,,,,,
Lampung,Kab. Lampung Selatan,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK ELEKTRO,S1,S1 - PENDIDIKAN TEKNIK ELEKTRO UNIVERSITAS PENDIDIKAN INDONESIA,112,32,28.57%,201,37,18.41%,544,0,1401,"2,121",2119,2004,1280,"1,881",2439,NO,,,,,,
Lampung,Kota Bandar Lampung,Sumatera Barat,UNIVERSITAS ANDALAS,SOSIOLOGI,S1,S1 - SOSIOLOGI UNIVERSITAS ANDALAS,198,45,22.73%,228,45,19.74%,544,0,1401,"2,206",2119,2004,1280,"1,902",2478,NO,,,,,,
Lampung,Kota Bandar Lampung,Kalimantan,INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK MESIN,S1,S1 - TEKNIK MESIN INSTITUT TEKNOLOGI KALIMANTAN,194,25,12.89%,240,75,31.25%,544,2,-,"2,756",2119,1037,tidak valid,"1,971",2592,NO,,,,,,
Kalimantan Timur,Kota Samarinda,Sumatera Barat,UNIVERSITAS NEGERI PADANG,TEKNOLOGI PENDIDIKAN,S1,S1 - TEKNOLOGI PENDIDIKAN UNIVERSITAS NEGERI PADANG,183,38,20.77%,206,51,24.76%,544,0,1401,"2,483",2119,2004,1280,"1,972",2593,NO,,,,,,
Nusa Tenggara Timur,Kota Kupang,Kalimantan,UNIVERSITAS TANJUNGPURA,ILMU HUKUM,S1,S1 - ILMU HUKUM UNIVERSITAS TANJUNGPURA,955,120,12.57%,1066,268,25.14%,544,1,-,"2,501",2119,1329,tidak valid,"1,983",2615,NO,,,,,,
Sulawesi Tenggara,Kota Kendari,Jawa Tengah & DIY,UNIVERSITAS NEGERI SEMARANG,SASTRA JAWA,S1,S1 - SASTRA JAWA UNIVERSITAS NEGERI SEMARANG,81,15,18.52%,72,20,27.78%,544,0,1401,"2,622",2119,2004,1280,"2,006",2744,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS SEBELAS MARET,SENI RUPA,S1,S1 - SENI RUPA UNIVERSITAS SEBELAS MARET,43,18,41.86%,48,30,62.50%,544,0,1001,"3,553",2119,2004,662,"2,085",2877,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS NEGERI MALANG,PENDIDIKAN LUAR SEKOLAH,S1,S1 - PENDIDIKAN LUAR SEKOLAH UNIVERSITAS NEGERI MALANG,120,68,56.67%,166,67,40.36%,544,0,1401,"3,092",2119,2004,1280,"2,124",2933,NO,,,,,,
Lampung,Kab. Lampung Selatan,Kalimantan,UNIVERSITAS BORNEO TARAKAN,AKUNTANSI,S1,S1 - AKUNTANSI UNIVERSITAS BORNEO TARAKAN,207,28,13.53%,208,43,20.67%,544,0,-,"2,269",2119,2004,tidak valid,"2,131",2949,NO,,,,,,
Lampung,Kota Bandar Lampung,Kalimantan,UNIVERSITAS LAMBUNG MANGKURAT,ILMU PEMERINTAHAN,S1,S1 - ILMU PEMERINTAHAN UNIVERSITAS LAMBUNG MANGKURAT,295,30,10.17%,328,75,22.87%,544,0,-,"2,376",2119,2004,tidak valid,"2,166",3014,NO,,,,,,
Kalimantan Tengah,Kota Palangka Raya,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. BAHASA INGGRIS,S1,S1 - PEND. BAHASA INGGRIS UNIVERSITAS SINGAPERBANGSA KARAWANG,378,53,14.02%,281,70,24.91%,544,0,-,"2,491",2119,2004,tidak valid,"2,205",3100,NO,,,,,,
Bali,Kab. Buleleng,Sumatera Barat,UNIVERSITAS ANDALAS,PETERNAKAN ( KAMPUS II PAYAKUMBUH),S1,S1 - PETERNAKAN ( KAMPUS II PAYAKUMBUH) UNIVERSITAS ANDALAS,51,40,78.43%,97,55,56.70%,544,0,1401,"3,452",2119,2004,1280,"2,214",3117,NO,,,,,,
Bali,Kota Denpasar,Jambi & Bengkulu,UNIVERSITAS BENGKULU,KESEJAHTERAAN SOSIAL,S1,S1 - KESEJAHTERAAN SOSIAL UNIVERSITAS BENGKULU,122,21,17.21%,120,35,29.17%,544,0,-,"2,670",2119,2004,tidak valid,"2,264",3207,NO,,,,,,
Lampung,Kab. Lampung Selatan,Bali & Nusa Tenggara,UNIVERSITAS NUSA CENDANA,TEKNIK MESIN,S1,S1 - TEKNIK MESIN UNIVERSITAS NUSA CENDANA,110,31,28.18%,122,57,46.72%,544,0,-,"3,239",2119,2004,tidak valid,"2,454",3495,NO,,,,,,
Nusa Tenggara Barat,Kota Mataram,Jawa Timur,UNIVERSITAS TRUNOJOYO MADURA,HUKUM BISNIS SYARIAH,S1,S1 - HUKUM BISNIS SYARIAH UNIVERSITAS TRUNOJOYO MADURA,85,80,94.12%,49,80,163.27%,544,0,-,"4,313",2119,2004,tidak valid,"2,812",4050,NO,,,,,,
Lampung,Kab. Lampung Selatan,Sulawesi,UNIVERSITAS HASANUDDIN,MANAJEMEN,S1,S1 - MANAJEMEN UNIVERSITAS HASANUDDIN,1548,70,4.52%,2039,150,7.36%,543,28,1001,"1,012",2143,163,662,995,919,NO,,,,,,
Kalimantan Barat,Kota Pontianak,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS NEGERI JAKARTA,SENI KULINER DAN PENGOLAHAN JASA MAKANAN,D4,D4 - SENI KULINER DAN PENGOLAHAN JASA MAKANAN UNIVERSITAS NEGERI JAKARTA,547,12,2.19%,1702,18,1.06%,543,4,1401,27,2143,748,1280,"1,050",994,NO,,,,,,
Sulawesi Selatan,Kota Makassar,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS TASIKMALAYA,S1,S1 - PGSD KAMPUS TASIKMALAYA UNIVERSITAS PENDIDIKAN INDONESIA,901,85,9.43%,871,85,9.76%,543,1,1401,"1,374",2143,1329,1280,"1,532",1788,NO,,,,,,
Kalimantan Barat,Kota Pontianak,Jawa Tengah & DIY,UNIVERSITAS TIDAR,AKUNTANSI,D3,D3 - AKUNTANSI UNIVERSITAS TIDAR,133,50,37.59%,1819,80,4.40%,543,0,-,536,2143,2004,tidak valid,"1,561",1843,NO,,,,,,
Sulawesi Utara,Kota Manado,Jawa Tengah & DIY,UNIVERSITAS JENDERAL SOEDIRMAN,BIOLOGI,S1,S1 - BIOLOGI UNIVERSITAS JENDERAL SOEDIRMAN,387,90,23.26%,406,120,29.56%,543,2,801,"2,687",2143,1037,521,"1,597",1918,NO,,,,,,
Nusa Tenggara Timur,Kota Kupang,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN EKONOMI,S1,S1 - PENDIDIKAN EKONOMI UNIVERSITAS PENDIDIKAN INDONESIA,330,24,7.27%,329,45,13.68%,543,1,1401,"1,790",2143,1329,1280,"1,636",1990,NO,,,,,,
Lampung,Kab. Lampung Selatan,"Banten, DKI Jakarta & Jawa Barat",UNIVERSITAS SILIWANGI,TEKNIK SIPIL,S1,S1 - TEKNIK SIPIL UNIVERSITAS SILIWANGI,385,34,8.83%,485,84,17.32%,543,2,-,"2,056",2143,1037,tidak valid,"1,745",2219,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS NEGERI SEMARANG,ILMU SEJARAH,S1,S1 - ILMU SEJARAH UNIVERSITAS NEGERI SEMARANG,232,20,8.62%,222,30,13.51%,543,0,1401,"1,774",2143,2004,1280,"1,800",2305,NO,,,,,,
Sulawesi Utara,Kota Manado,Sumatera Barat,UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK ELEKTRO,S1,S1 - PENDIDIKAN TEKNIK ELEKTRO UNIVERSITAS NEGERI PADANG,68,33,48.53%,119,44,36.97%,543,0,1401,"2,974",2143,2004,1280,"2,100",2896,NO,,,,,,
Kalimantan Timur,Kota Balikpapan,Sumatera Barat,UNIVERSITAS NEGERI PADANG,SASTRA INDONESIA,S1,S1 - SASTRA INDONESIA UNIVERSITAS NEGERI PADANG,102,36,35.29%,123,48,39.02%,543,0,1401,"3,033",2143,2004,1280,"2,115",2916,NO,,,,,,
Sulawesi Selatan,Kota Makassar,Bali & Nusa Tenggara,UNIVERSITAS MATARAM,AGROEKOTEKNOLOGI,S1,S1 - AGROEKOTEKNOLOGI UNIVERSITAS MATARAM,137,30,21.90%,169,75,44.38%,543,0,1401,"3,193",2143,2004,1280,"2,155",2991,NO,,,,,,
Lampung,Kota Bandar Lampung,Kalimantan,UNIVERSITAS LAMBUNG MANGKURAT,STATISTIKA,S1,S1 - STATISTIKA UNIVERSITAS LAMBUNG MANGKURAT,113,15,13.27%,131,30,22.90%,543,0,-,"2,378",2143,2004,tidak valid,"2,175",3037,NO,,,,,,
Lampung,Kota Bandar Lampung,Kalimantan,UNIVERSITAS MULAWARMAN,KIMIA,S1,S1 - KIMIA UNIVERSITAS MULAWARMAN,45,21,46.67%,49,35,71.43%,543,0,1301,"3,688",2143,2004,1128,"2,241",3169,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UIN WALISONGO,TEKNIK LINGKUNGAN,S1,S1 - TEKNIK LINGKUNGAN UIN WALISONGO,,,No Data,74,56,75.68%,543,2,-,"3,741",2143,1037,tidak valid,"2,307",3289,NO,,,,,,
Lampung,Kota Bandar Lampung,Sulawesi,UNIVERSITAS NEGERI MAKASSAR,TEKNOLOGI INDUSTRI PERTANIAN,S1,S1 - TEKNOLOGI INDUSTRI PERTANIAN UNIVERSITAS NEGERI MAKASSAR,142,24,16.90%,194,30,15.46%,542,2,1201,"1,933",2157,1037,843,"1,493",1721,NO,,,,,,
Bali,Kab. Badung,"Banten, DKI Jakarta & Jawa Barat",POLITEKNIK MANUFAKTUR BANDUNG,TEKNOLOGI MANUFAKTUR,D3,D3 - TEKNOLOGI MANUFAKTUR POLITEKNIK MANUFAKTUR BANDUNG,115,16,13.91%,601,21,3.49%,542,0,-,360,2157,2004,tidak valid,"1,507",1745,NO,,,,,,
Kalimantan Timur,Kota Samarinda,Aceh,UNIVERSITAS SYIAH KUALA,ARSITEKTUR,S1,S1 - ARSITEKTUR UNIVERSITAS SYIAH KUALA,272,48,17.65%,294,56,19.05%,542,4,1401,"2,160",2157,748,1280,"1,586",1896,NO,,,,,,
Sulawesi Utara,Kota Manado,Sulawesi,UNIVERSITAS NEGERI MAKASSAR,PEND. ADMINISTRASI PERKANTORAN,S1,S1 - PEND. ADMINISTRASI PERKANTORAN UNIVERSITAS NEGERI MAKASSAR,413,36,8.72%,438,48,10.96%,542,0,1201,"1,517",2157,2004,843,"1,630",1979,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS BRAWIJAYA,MANAJEMEN SUMBERDAYA PERAIRAN,S1,S1 - MANAJEMEN SUMBERDAYA PERAIRAN UNIVERSITAS BRAWIJAYA,170,40,23.53%,225,60,26.67%,542,1,801,"2,582",2157,1329,521,"1,647",2049,NO,,,,,,
Lampung,Kota Bandar Lampung,Sumatera Barat,UNIVERSITAS NEGERI PADANG,PENDIDIKAN GURU SEKOLAH DASAR - PSDKU SAWAHLUNTO,S1,S1 - PENDIDIKAN GURU SEKOLAH DASAR - PSDKU SAWAHLUNTO UNIVERSITAS NEGERI PADANG,197,20,10.15%,188,26,13.83%,542,0,1401,"1,801",2157,2004,1280,"1,811",2326,NO,,,,,,
Lampung,Kota Bandar Lampung,Sumatera Barat,UNIVERSITAS NEGERI PADANG,PEND. GURU PENDIDIKAN ANAK USIA DINI,S1,S1 - PEND. GURU PENDIDIKAN ANAK USIA DINI UNIVERSITAS NEGERI PADANG,343,57,16.62%,434,76,17.51%,542,0,1401,"2,067",2157,2004,1280,"1,877",2427,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS TIDAR,PARIWISATA,S1,S1 - PARIWISATA UNIVERSITAS TIDAR,311,35,11.25%,396,75,18.94%,542,1,-,"2,158",2157,1329,tidak valid,"1,881",2441,NO,,,,,,
Sulawesi Tenggara,Kota Kendari,Sumatera Barat,UNIVERSITAS NEGERI PADANG,PENDIDIKAN EKONOMI,S1,S1 - PENDIDIKAN EKONOMI UNIVERSITAS NEGERI PADANG,368,54,14.67%,273,72,26.37%,542,0,1401,"2,570",2157,2004,1280,"2,003",2648,NO,,,,,,
Lampung,Kab. Lampung Selatan,Bali & Nusa Tenggara,UNIVERSITAS UDAYANA,SASTRA JEPANG,S1,S1 - SASTRA JEPANG UNIVERSITAS UDAYANA,108,30,27.78%,142,40,28.17%,542,0,1401,"2,638",2157,2004,1280,"2,020",2766,NO,,,,,,
Sulawesi Tenggara,Kota Kendari,Aceh,UNIVERSITAS TEUKU UMAR,KESEHATAN MASYARAKAT,S1,S1 - KESEHATAN MASYARAKAT UNIVERSITAS TEUKU UMAR,301,64,21.26%,295,80,27.12%,542,1,-,"2,599",2157,1329,tidak valid,"2,028",2782,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,POLITEKNIK NEGERI SEMARANG,TEKNIK KONVERSI ENERGI,D3,D3 - TEKNIK KONVERSI ENERGI POLITEKNIK NEGERI SEMARANG,67,30,44.78%,349,54,15.47%,542,0,-,"1,934",2157,2004,tidak valid,"2,032",2792,NO,,,,,,
Sulawesi Selatan,Kota Makassar,Jambi & Bengkulu,UNIVERSITAS BENGKULU,PENDIDIKAN BAHASA INDONESIA,S1,S1 - PENDIDIKAN BAHASA INDONESIA UNIVERSITAS BENGKULU,377,30,7.96%,370,60,16.22%,542,0,-,"1,983",2157,2004,tidak valid,"2,048",2825,NO,,,,,,
Lampung,Kota Bandar Lampung,Sumatera Utara,UNIVERSITAS NEGERI MEDAN,PENDIDIKAN TEKNIK MESIN,S1,S1 - PENDIDIKAN TEKNIK MESIN UNIVERSITAS NEGERI MEDAN,197,55,27.92%,190,95,50.00%,542,0,1301,"3,314",2157,2004,1128,"2,151",2983,NO,,,,,,
Lampung,Kota Bandar Lampung,Jambi & Bengkulu,UNIVERSITAS BENGKULU,PENDIDIKAN MATEMATIKA,S1,S1 - PENDIDIKAN MATEMATIKA UNIVERSITAS BENGKULU,168,40,23.81%,109,50,45.87%,542,0,-,"3,227",2157,2004,tidak valid,"2,463",3503,NO,,,,,,
Bali,Kab. Badung,Kalimantan,UNIVERSITAS PALANGKARAYA,ILMU HUKUM,S1,S1 - ILMU HUKUM UNIVERSITAS PALANGKARAYA,376,105,27.93%,297,140,47.14%,542,0,-,"3,250",2157,2004,tidak valid,"2,470",3515,NO,,,,,,
Kep. Bangka Belitung,Kab. Bangka,Kalimantan,UNIVERSITAS LAMBUNG MANGKURAT,ILMU KELAUTAN,S1,S1 - ILMU KELAUTAN UNIVERSITAS LAMBUNG MANGKURAT,50,22,44.00%,56,29,51.79%,542,0,-,"3,359",2157,2004,tidak valid,"2,507",3572,NO,,,,,,
Lampung,Kab. Lampung Selatan,Kalimantan,UNIVERSITAS TANJUNGPURA,GEOFISIKA,S1,S1 - GEOFISIKA UNIVERSITAS TANJUNGPURA,27,28,103.70%,38,28,73.68%,542,0,-,"3,717",2157,2004,tidak valid,"2,626",3759,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS TRUNOJOYO MADURA,EKONOMI SYARIAH,S1,S1 - EKONOMI SYARIAH UNIVERSITAS TRUNOJOYO MADURA,166,140,84.34%,147,140,95.24%,542,0,-,"3,959",2157,2004,tidak valid,"2,707",3878,NO,,,,,,
Lampung,Kab. Lampung Selatan,Jawa Timur,UNIVERSITAS TRUNOJOYO MADURA,ILMU KELAUTAN,S1,S1 - ILMU KELAUTAN UNIVERSITAS TRUNOJOYO MADURA,59,80,135.59%,82,80,97.56%,542,0,-,"3,980",2157,2004,tidak valid,"2,714",3887,NO,,,,,,
Lampung,Kota Bandar Lampung,"Sumsel, Babel, Lampung",UNIVERSITAS SRIWIJAYA,ILMU KESEHATAN MASYARAKAT,S1,S1 - ILMU KESEHATAN MASYARAKAT UNIVERSITAS SRIWIJAYA,1036,60,5.79%,1305,150,11.49%,541,15,1401,"1,564",2177,294,1280,"1,329",1462,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Timur,UNIVERSITAS JEMBER,MANAJEMEN,S1,S1 - MANAJEMEN UNIVERSITAS JEMBER,985,78,7.92%,1125,104,9.24%,541,3,-,"1,317",2177,868,tidak valid,"1,454",1666,NO,,,,,,
Lampung,Kab. Lampung Selatan,Sumatera Barat,UNIVERSITAS ANDALAS,ARSITEKTUR,S1,S1 - ARSITEKTUR UNIVERSITAS ANDALAS,124,8,6.45%,266,14,5.26%,541,0,1401,686,2177,2004,1280,"1,537",1802,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS DIPONEGORO,PERIKANAN TANGKAP,S1,S1 - PERIKANAN TANGKAP UNIVERSITAS DIPONEGORO,93,22,23.66%,189,38,20.11%,541,1,721,"2,235",2177,1329,453,"1,549",1824,NO,,,,,,
Bali,Kab. Badung,Jawa Tengah & DIY,UNIVERSITAS TIDAR,AKUNTANSI PERPAJAKAN,D4,D4 - AKUNTANSI PERPAJAKAN UNIVERSITAS TIDAR,112,20,17.86%,1134,60,5.29%,541,0,-,691,2177,2004,tidak valid,"1,624",1963,NO,,,,,,
Lampung,Kota Bandar Lampung,Jawa Tengah & DIY,UNIVERSITAS NEGERI SEMARANG,"SENI RUPA (DKV,LUKIS,PTNG,GRAFIS,GBR KRIYA)",S1,"S1 - SENI RUPA (DKV,LUKIS,PTNG,GRAFIS,GBR KRIYA) UNIVERSITAS NEGERI SEMARANG",154,30,19.48%,182,45,24.73%,541,2,1401,"2,480",2177,1037,1280,"1,744",2215,NO,,,,,,
Kalimantan Timur,Kota Samarinda,Aceh,UNIVERSITAS SYIAH KUALA,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,S1 - PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN UNIVERSITAS SYIAH KUALA,372,42,11.29%,279,49,17.56%,541,0,1401,"2,072",2177,2004,1280,"1,883",2443,NO,,,,,,
Sulawesi Utara,Kota Manado,Aceh,UNIVERSITAS SYIAH KUALA,PENDIDIKAN SEJARAH,S1,S1 - PENDIDIKAN SEJARAH UNIVERSITAS SYIAH KUALA,270,36,13.33%,237,42,17.72%,541,0,1401,"2,083",2177,2004,1280,"1,886",2446,NO,,,,,,
